"ID#","Estuary/ 
Location","general characteristics","Reference","state/ 
Region","Station 
Name","Latitude 
DD","Longitude 
DD","Date","Month","Year","Time","Water Depth 
(m)","BW 
Sal","BW 
Temp (°C)","BW 
pH","BW 
NH4 
(uM)","BW 
PO4 
(uM)","BW 
NO2 
(uM)","BW 
NO3 
(uM)","BW 
NO23 
(uM)","BW 
DSi 
(uM)","BW 
DO 
(uM)","BW 
DO 
(mg/L)","O2 Flux or SOC 
(umol/m2/hr)","DO Flux  
(g O2/m2/d)","NH4 Flux 
(umol/m2/hr)","PO4 Flux 
(umol/m2/hr)","NO2 Flux 
(umol/m2/hr)","NO23 Flux 
(umol/m2/hr)","DSi Flux 
(umol/m2/hr)","RES 
(gO2/m3/day)","POC 
(%DW)","PON 
(%DW)","PP 
(%DW)","Total 
CHLa 
(mg/m2)","Active 
CHLa 
(mg/m2)"
2733,"South","small mesohaline tributary","Boynton","Maryland","SO02",38.9541666666667,-76.5611166666667,2005-06-09,"June",2005,"0.3972222222222222",5.3,"7.91",20.48,"NaN","5.7628571428571425",0.118140909255663,"0.26285714285714279","NaN","3.2600000000000002","NaN",127.8125,4.09,"-648.77880460873746","-0.49826212193951036","573.11752280364874","27.288334133461358","NaN","-34.271147383581379","NaN","2.9388773388787617","5.16","0.65","0.16159638989169675","146.95171079429736","48.809911527494926"
2734,"South","small mesohaline tributary","Boynton","Maryland","SO03",38.958,-76.5799,2005-06-09,"June",2005,"0.35000000000000003",3.6,"6.96",21.48,"NaN","6.3657142857142857",0.210501869773463,"0.48857142857142849","NaN","0.47000000000000003","NaN",112.5,3.6,"-375.48045187229968","-0.28836898703792613","242.53930628900625","16.570103216514642","-2.0587373979836774","8.1347455592894864","NaN","3.9644937586505931","5.8","0.75","0.17379999999999998","120.52608146639511","42.107792993890001"
2735,"West","small mesohaline tributary","Boynton","Maryland","WE01",38.8515833333333,-76.53095,2005-06-09,"June",2005,"0.55208333333333337",1.5,"9.17",22.47,"NaN","0.57785714285714285",0.0721289304854369,"0.25928571428571429","NaN","10.5","NaN",321.875,10.3,"-2843.8587674027845","-2.1840835333653388","265.12917666826689","0","-5.9457033125300054","-10.608161305808931","NaN","1.2773388773394949","0.8","0.1","2.5789610389610394E-2","62.742830957230133","19.434042769857427"
2736,"West","small mesohaline tributary","Boynton","Maryland","WE02",38.8402833333333,-76.5361166666667,2005-06-09,"June",2005,"0.51249999999999996",2.5,"9.23",21.45,"NaN","0.34642857142857142",0.0821123329449838,"0.29357142857142848","NaN","10.8","NaN",240.625,7.7,"-2540.769023043687","-1.9513106096975517","154.15146423427751","0","-5.8545367258761392","-21.992318771003362","NaN","0.76786703600971795","2.7600000000000002","0.34","8.3460839160839156E-2","66.679511201629325","7.2693824847250559"
2737,"Middle","small low salinity tributary","Boynton","Maryland","MI01",39.30475,-76.40415,2005-06-13,"June",2005,"0.44305555555555554",3.1,"3.44",27.17,"NaN","5.2007142857142856",0.084571600776699,"0.25714285714285712","NaN","21.2","NaN",273.75,8.76,"-1135.1941310609698","-0.87182909265482489","NaN","0","-6.2062409985597702","0","NaN","1.0436236933840242","3.39","0.36","0.16039328358208954","103.39356415478615","19.013847250509162"
2738,"Middle","small low salinity tributary","Boynton","Maryland","MI02",39.3236166666667,-76.4027833333333,2005-06-13,"June",2005,"0.41111111111111115",2,"2.0699999999999998",27.85,"NaN","1.8214285714285712",0.0620649253074434,"0.33142857142857141","NaN","12.1","NaN",308.4375,9.87,"-1981.3992738838213","-1.5217146423427748","182.9615458473356","0","1.82678828612578","-36.416154584733562","NaN","0.77999999999999936","3.42","0.37","8.7448627450980393E-2","53.34148676171079","13.320197963340117"
2739,"Middle","small low salinity tributary","Boynton","Maryland","MI03",39.3151166666667,-76.43015,2005-06-13,"June",2005,"0.37291666666666662",2.4,"1.81",27.74,"NaN","5.0028571428571427",0.0642188328802589,"0.46571428571428569","NaN","9.08","NaN",323.4375,10.35,"-2472.7991478636591","-1.89910974555929","278.22184349495922","0","1.3175948151704275","-49.982405184829581","NaN","1.1991637630710665","4","0.41000000000000003","0.10353108614232209","81.184745417515288","19.013847250509162"
2740,"Rhode","small mesohaline tributary","Boynton","Maryland","RH01",38.87965,-76.51755,2005-06-13,"June",2005,"0.62638888888888888",2,"8.41",28.23,"NaN","2.99",0.095726436763754,"0.1607142857142857","NaN","2.5500000000000003","NaN",302.1875,9.67,"-2943.3449351896306","-2.2604889102256362","203.59889582333173","0","NaN","10.486605856937111","NaN","2.0122052704632214","0.41000000000000003","0.05","5.2591372549019612E-2","64.737698574338083","15.673292871690432"
2741,"Rhode","small mesohaline tributary","Boynton","Maryland","RH02",38.88695,-76.5375,2005-06-13,"June",2005,"0.58888888888888891",2.3,"7.91",27.42,"NaN","7.137142857142857",0.0760697118446602,"0.20214285714285721","NaN","1.1500000000000001","NaN",233.125,7.46,"-2949.6661965914541","-2.265343638982237","350.07846855496882","2.757537205952953","NaN","-9.0987998079692751","NaN","2.2749999999999999","3.0300000000000002","0.36","9.3810144927536226E-2","75.804969450101851","16.093488391038701"
2742,"Bush","small low salinity tributary","Boynton","Maryland","BU01",39.3828166666667,-76.2602,2005-06-19,"June",2005,"0.41250000000000003",3.4,"2.5",25.1,"NaN","2.3007142857142857",0.0720700323624595,"0.31714285714285723","NaN","10.8","NaN",346.875,11.1,"-3653.040986557849","-2.8055354776764281","324.78780604896781","9.4196831493038875","3.8969755160825734","-20.106481036965913","NaN","0.5075328265370106","3.89","0.41000000000000003","0.14158666666666667","138.75789816700609","46.452614663951124"
2743,"Gunpowder","small low salinity tributary","Boynton","Maryland","GU01",39.3388833333333,-76.3138833333333,2005-06-19,"June",2005,"0.49583333333333335",1.9,"1.6500000000000001",24.3,"NaN","0.74",0.0630548944983819,"0.26928571428571429","NaN","15.3","NaN",378.125,12.1,"-2682.5045757321177","-2.0601635141622663","47.329392702832457","0","2.7969995199231885","-18.920199231877106","NaN","0.56343490305018062","2.71","0.28000000000000003","9.8710588235294106E-2","56.758228105906312","9.076223217922605"
2744,"Gunpowder","small low salinity tributary","Boynton","Maryland","GU02",39.375,-76.325,2005-06-19,"June",2005,"0.54375000000000007",1.7,"0.83000000000000007",24.9,"NaN","1.6035714285714286",0.0566042733980582,"0.42714285714285721","NaN","19.3","NaN",381.25,12.2,"-1721.3386641862701","-1.3219880940950555","144.17830052808452","0","0","-16.545871339414308","NaN","0.67313019390462314","2.94","0.32","0.10650861423220975","30.750672097759679","5.9667763747454243"
2745,"Bush","small low salinity tributary","Boynton","Maryland","BU02",39.4195,-76.2393,2005-07-19,"July",2005,"0.35347222222222219",2.3,"1.35",29.74,"NaN","0.55642857142857138",0.0676080774193548,"0.10785714285714286","NaN","0.51","NaN",226.5625,7.25,"-2461.3313130100819","-1.8903024483917428","289.8463754200672","-2.10453672587614","9.0356457033125306","13.950432069131061","NaN","1.9631901840434722","4.08","0.41000000000000003","9.8500000000000004E-2","81.821405295315699","38.006684725050917"
2746,"Bush","small low salinity tributary","Boynton","Maryland","BU03",39.4583333333333,-76.2375,2005-07-19,"July",2005,"0.39166666666666666",1.5,"0.32",30.07,"NaN","0.45785714285714285",0.0845775896774194,"2.7857142857142855E-2","NaN","0.11","NaN",193.75,6.2,"-2659.7399333893427","-2.0426802688430152","515.27138742198747","0","8.1128540566490646","16.009025444071053","NaN","1.5157894736804955","3.24","0.34","7.0599999999999996E-2","73.703991853360492","35.611570264765781"
2747,"Gunpowder","small low salinity tributary","Boynton","Maryland","GU03",39.3904833333333,-76.3473333333333,2005-07-19,"July",2005,"0.47500000000000003",0.9,"0.34",29.74,"NaN","5.7235714285714288",0.151012882580645,"0.96642857142857141","NaN","39.1","NaN",287.1875,9.19,"-2611.0815230436879","-2.0053106096975521","843.389762361978","27.625312049927992","3.1708473355736921","-141.84257081132981","NaN","NaN","3.3200000000000003","0.31","7.2599999999999998E-2","43.314093686354383","14.349676985743381"
2748,"Middle","small low salinity tributary","Boynton","Maryland","MI01",39.30475,-76.40415,2005-07-19,"July",2005,"0.64166666666666672",2.9,"3.99",29.57,"NaN","9.3757142857142846",0.308034482580645,"0.11928571428571429","NaN","6.54","NaN",217.1875,6.95,"-1470.9298487758042","-1.1296741238598176","88.798559769563141","8.5896783485357666","0","29.648583773403743","NaN","0.84058373870933967","3.38","0.38","0.1661","67.496558044806534","8.8030961303462245"
2749,"Middle","small low salinity tributary","Boynton","Maryland","MI02",39.3236166666667,-76.4027833333333,2005-07-19,"July",2005,"0.61388888888888882",1.5,"3.23",30.6,"NaN","4.0135714285714279",0.0989772232258064,"9.071428571428572E-2","NaN","0.39","NaN",256.5625,8.21,"-2821.0738718194916","-2.1665847335573694","256.8337734037446","-0.58329332693230918","2.7512001920307245","12.482477196351415","NaN","1.6595744680768851","3.36","0.37","7.3099999999999998E-2","58.933482688391038","19.959287169042771"
2750,"Middle","small low salinity tributary","Boynton","Maryland","MI03",39.3151166666667,-76.43015,2005-07-19,"July",2005,"0.5805555555555556",2.1,"3.44",29.61,"NaN","3.169285714285714",0.0923542503225806,"7.0000000000000007E-2","NaN","1.03","NaN",226.875,7.26,"-2078.320031204993","-1.5961497839654346","361.16658665386461","0.71291406625060005","2.7760441670667313","0","NaN","1.1991567111761281","4.32","0.52","0.12740000000000001","62.626109979633412","14.85391160896131"
2751,"Magothy","small mesohaline tributary","Boynton","Maryland","MA01",39.0865,-76.4542,2005-07-20,"July",2005,"0.42986111111111108",2.9,"8.39",29.43,"NaN","10.552142857142856",0.0512182761290323,"0.23714285714285713","NaN","3.98","NaN",234.375,7.5,"-1647.4087103936633","-1.2652098895823334","333.45842534805575","2.0912866058569373","2.7667906865098422","-18.127568410945752","NaN","0.89023861171186791","4.0200000000000005","0.43","0.1091","65.724521384928721","9.706516496944996"
2752,"Magothy","small mesohaline tributary","Boynton","Maryland","MA02",39.06805,-76.4597166666667,2005-07-20,"July",2005,"0.39583333333333331",4.2,"8.620000000000001",28.5,"NaN","17.247857142857143",0.18296608,"0.45857142857142857","NaN","3.04","NaN",161.875,5.18,"-1245.9343494959194","-0.95687758041286608","223.87193951032165","10.13490158425348","0","-36.778084493518975","NaN","0.73398058252095388","3.83","0.42","0.1002","79.603706720977613","11.219220366598799"
2753,"Magothy","small mesohaline tributary","Boynton","Maryland","MA03",39.0734333333333,-76.4875333333333,2005-07-20,"July",2005,"0.35833333333333334",4.7,"8.36",28.17,"NaN","17.155000000000001",0.426081465806452,"0.30428571428571427","NaN","2.71","NaN",122.5,3.92,"-1032.8140002400385","-0.7932011521843495","283.01608257321169","6.7748439750360063","0","-28.513322131541045","NaN","1.5801242236047695","4.7300000000000004","0.59","0.13059999999999999","83.232668024439917","24.476389002036662"
2754,"Magothy","small mesohaline tributary","Boynton","Maryland","MA04",39.0853,-76.5229,2005-07-20,"July",2005,"0.31458333333333333",4.7,"8.4499999999999993",27.54,"NaN","18.962857142857143",2.40568544516129,"3.2857142857142856E-2","NaN","0.89","NaN",11.5625,0.37,"NaN","NaN","513.51704272683639","64.207777244359093","1.3549687950072011","-7.7023523763802224","NaN","2.4000000000077923","6.7","0.85","0.1086","103.27684317718941","31.430624847250488"
2755,"Severn","small mesohaline tributary","Boynton","Maryland","SE01",38.9957166666667,-76.4902,2005-07-20,"July",2005,"0.65625",2.5,"9.5500000000000007",28.51,"NaN","7.2385714285714284",0.0915620387096774,"0.5178571428571429","NaN","1.45","NaN",195.3125,6.25,"-1187.5510081613061","-0.91203917426788306","116.91560249639943","2.2337974075852141","0","8.3259721555448891","NaN","1.5152613240368964","0.75","0.08","2.9100000000000001E-2","48.768146639511201","1.533713645621184"
2756,"Severn","small mesohaline tributary","Boynton","Maryland","SE02",39.00935,-76.5107666666667,2005-07-20,"July",2005,"0.61527777777777781",5.4,"9.93",27.47,"NaN","17.631428571428572",0.330929378064516,"0.38071428571428567","NaN","1.48","NaN",104.6875,3.35,"-1072.949171867499","-0.82402496399423919","312.66142582813251","0","0","0","NaN","1.7777166437368475","2.81","0.34","9.4899999999999998E-2","51.367841140529528","8.2778517311609043"
2757,"Severn","small mesohaline tributary","Boynton","Maryland","SE03",39.0355,-76.54,2005-07-20,"July",2005,"0.5756944444444444",7.6,"9.7100000000000009",24.64,"NaN","60.612142857142857",6.36917341419355,"0","NaN","0.43","NaN",8.125,0.26,"NaN","NaN","345.02304368698992","45.193855016802686","0","0","NaN","1.1479720279729622","5.5600000000000005","0.75","0.1065","95.647535641547861","30.80033156822812"
2758,"Severn","small mesohaline tributary","Boynton","Maryland","SE04",39.0679,-76.5729,2005-07-20,"July",2005,"0.53819444444444442",5.1,"9.3800000000000008",25.11,"NaN","39.278571428571432",4.19686204903226,"0.125","NaN","0.69000000000000006","NaN",10.625,0.34,"NaN","NaN","223.88353336533848","18.84944791166587","0","-6.1975996159385511","NaN","1.5624049758213268","6.8100000000000005","0.91","0.11600000000000001","98.077454175152752","33.699680651731157"
2759,"Rhode","small mesohaline tributary","Boynton","Maryland","RH01",38.87965,-76.51755,2005-07-21,"July",2005,"0.57152777777777775",2.3,"10.15",31.39,"NaN","NaN",NA,"NaN","NaN","NaN","NaN",259.375,8.3,"-4104.746759481518","-3.1524455112818055","222.76245799327896","0","1.9376860297647625","0","NaN","4.1824267782691606","NaN","NaN","NaN","NaN","NaN"
2760,"Rhode","small mesohaline tributary","Boynton","Maryland","RH02",38.88695,-76.5375,2005-07-21,"July",2005,"0.53611111111111109",2.1,"10.120000000000001",29.58,"NaN","NaN",NA,"NaN","NaN","NaN","NaN",140.3125,4.49,"-710.36890902544417","-0.54556332213154113","249.91973115698519","4.5944071051368232","-6.4061449831973132","0","NaN","2.9390719569681463","NaN","NaN","NaN","NaN","NaN"
2761,"South","small mesohaline tributary","Boynton","Maryland","SO01",38.9288,-76.51795,2005-07-21,"July",2005,"0.38194444444444442",5.5,"10.39",28.23,"NaN","3.722142857142857",0.25894111483871,"0.10071428571428571","NaN","0.36","NaN",76.5625,2.45,"-1938.4241478636584","-1.4887097455592895","1228.4745079212673","143.38934229476715","0","0","NaN","2.33","3.44","0.43","0.11310000000000001","77.216232179226068","13.194139307535661"
2762,"South","small mesohaline tributary","Boynton","Maryland","SO02",38.9541666666667,-76.5611166666667,2005-07-21,"July",2005,"0.34236111111111112",5.1,"10.25",27.92,"NaN","7.24",1.72808761290323,"9.7142857142857142E-2","NaN","0.28000000000000003","NaN",20.3125,0.65,"-632.35455172827653","-0.48564829572731638","444.75586893903022","29.919347095535283","1.2492918867018721","-9.421411425828131","NaN","1.1609688581352293","4.45","0.52","6.5100000000000005E-2","81.269633401221995","19.118896130346229"
2763,"South","small mesohaline tributary","Boynton","Maryland","SO03",38.958,-76.5799,2005-07-21,"July",2005,"0.30138888888888887",3.6,"9.92",27.8,"NaN","15.668571428571429",5.73674398967742,"0.01","NaN","0.2","NaN",8.125,0.26,"-485.63332633221324","-0.37296639462313974","349.27298367738842","12.629380700912147","0","6.4212674027844461","NaN","1.0540206185592305","5.88","0.77","0.12939999999999999","144.54725865580451","46.683722199592673"
2764,"West","small mesohaline tributary","Boynton","Maryland","WE01",38.8515833333333,-76.53095,2005-07-21,"July",2005,"0.48819444444444443",2.2,"10.38",28.97,"NaN","7.585",0.221207339354839,"8.3571428571428574E-2","NaN","0.24","NaN",85.3125,2.73,"-1398.9700852136341","-1.074409025444071","345.57047527604419","10.389246279404706","0","0","NaN","0.73196930946498595","1.29","0.17","4.3900000000000002E-2","50.285519348268828","15.021989816700611"
2765,"West","small mesohaline tributary","Boynton","Maryland","WE02",38.8402833333333,-76.5361166666667,2005-07-21,"July",2005,"0.43888888888888888",2.5,"10.25",29.39,"NaN","15.002142857142857",0.276797290322581,"8.9285714285714288E-2","NaN","0.26","NaN",105.3125,3.37,"-989.16826692270763","-0.75968122899663948","210.97503600576093","1.9842774843975035","0","4.91910705712914","NaN","2.2484557309493436","2.57","0.32","7.5999999999999998E-2","41.83916496945011","7.0382749490835046"
2766,"Bush","small low salinity tributary","Boynton","Maryland","BU01",39.3828166666667,-76.2602,2005-07-24,"July",2005,"0.4055555555555555",3.5,"2.4500000000000002",28.88,"NaN","10.895",0.363807251612903,"0.4042857142857143","NaN","9.91","NaN",299.0625,9.57,"-2134.990848535766","-1.6396729716754681","421.37037926068172","6.9647383581373017","3.352568410945751","-60.249807969275082","NaN","0.55538568450438497","3.64","0.35000000000000003","0.1191","56.270122199592663","10.042672912423621"
2767,"Gunpowder","small low salinity tributary","Boynton","Maryland","GU01",39.3388833333333,-76.3138833333333,2005-07-24,"July",2005,"0.47291666666666665",2.5,"3.8000000000000003",28.5,"NaN","7.0535714285714288",0.119157264516129,"0.17357142857142857","NaN","11.9","NaN",285,9.12,"-1500.3600576092176","-1.1522765242438791","135.46663466154587","0","2.1646663466154585","0","NaN","0.10434782608710785","2.7","0.27","8.6999999999999994E-2","55.675906313645633","9.6644969450101943"
2768,"Gunpowder","small low salinity tributary","Boynton","Maryland","GU02",39.375,-76.325,2005-07-24,"July",2005,"0.50902777777777775",2.2,"1.84",28.52,"NaN","2.8671428571428574",0.123659850322581,"0.3035714285714286","NaN","11.700000000000001","NaN",309.0625,9.89,"-2802.0718314930386","-2.1519911665866536","193.33062890062411","2.0082573211713872","0","-158.84359097455592","NaN","0.92806652806023848","2.98","0.34","0.1053","57.914826883910372","8.298861507128299"
2769,"Bush","small low salinity tributary","Boynton","Maryland","BU01",39.3828166666667,-76.2602,2005-08-14,"August",2005,"0.40138888888888885",3.1,"3.12",29.86,"NaN","8.2857142857142865",0.0783602288673139,"0.37857142857142856","NaN","8.27","NaN",202.5,6.48,"-8056.1494839174275","-6.1871228036485846","1199.3164666346615","29.281036965914549","2.78612578012482","-50.23422947671628","NaN","1.845696594433897","3.0500000000000003","0.35000000000000003","0.13424678899082568","85.646272912423626","9.5084798370672061"
2770,"Gunpowder","small low salinity tributary","Boynton","Maryland","GU01",39.3388833333333,-76.3138833333333,2005-08-14,"August",2005,"0.46597222222222223",2.1,"3.72",29.83,"NaN","5.2142857142857135",0.110233088414239,"0.16428571428571428","NaN","5.41","NaN",212.1875,6.79,"-3000.8461353816615","-2.3046498319731157","430.75564090254449","8.9919347095535311","0.95544887181949134","0","NaN","0.6725016329182284","2.57","0.25","7.6777215189873418E-2","65.999511201629332","6.4925743380855403"
2771,"Gunpowder","small low salinity tributary","Boynton","Maryland","GU02",39.375,-76.325,2005-08-14,"August",2005,"0.50277777777777777",1.9,"2",30.51,"NaN","0.2857142857142857",0.0760379029126214,"0.15","NaN","0.34","NaN",254.6875,8.15,"-3979.9080352856454","-3.0565693710993758","397.27424387902067","5.9935189630340853","3.1533845415266448","43.124099855976958","NaN","1.064686022959302","2.97","0.33","0.10952319391634979","64.277230142566196","8.3565714867617054"
2772,"Bush","small low salinity tributary","Boynton","Maryland","BU02",39.4195,-76.2393,2005-08-15,"August",2005,"0.32708333333333334",2.1,"1.58",30.4,"NaN","0.21428571428571427",0.0957980986407767,"0.16428571428571428","NaN","0.36","NaN",211.25,6.76,"-3150.7741238598173","-2.4197945271243397","731.05268843014881","9.1677868458953427","12.321171387421987","28.015002400384063","NaN","2.20920502091835","4.05","0.4","9.3833582089552239E-2","104.57010183299388","44.882538085539728"
2773,"Bush","small low salinity tributary","Boynton","Maryland","BU03",39.4583333333333,-76.2375,2005-08-15,"August",2005,"0.36319444444444443",1.2,"0.73",30.42,"NaN","0.21428571428571427",0.148271633915858,"0.12142857142857141","NaN","0.18","NaN",209.0625,6.69,"-2726.423727796448","-2.093893422947672","496.25300048007676","0","5.1092174747959671","0","NaN","3.4209944751260193","2.9","0.33","8.115945945945946E-2","90.239022403258659","46.306715682281045"
2774,"Gunpowder","small low salinity tributary","Boynton","Maryland","GU03",39.3904833333333,-76.3473333333333,2005-08-15,"August",2005,"0.43263888888888885",0.9,"1.35",30.74,"NaN","1.857142857142857",0.0895132867313916,"0.24285714285714283","NaN","1.5","NaN",211.875,6.78,"-1380.3674837974077","-1.0601222275564091","155.19865578492559","-1.754812770043207","0","0","NaN","0.36050069541192586","2.98","0.27","7.8339393939393959E-2","68.827454175152752","16.482761303462308"
2775,"Middle","small low salinity tributary","Boynton","Maryland","MI01",39.30475,-76.40415,2005-08-15,"August",2005,"0.59513888888888888",2.8,"4.8100000000000005",30.5,"NaN","8.5",0.313227143559871,"0.14285714285714285","NaN","2.5100000000000002","NaN",180.625,5.78,"-2579.0926548247721","-1.980743158905425","283.31060969755168","8.871819491118579","-3.1454632741238604","10.15074411905905","NaN","0.42585969738542856","3.31","0.37","0.1683705357142857","93.354012219959273","10.220568635437896"
2776,"Middle","small low salinity tributary","Boynton","Maryland","MI02",39.3236166666667,-76.4027833333333,2005-08-15,"August",2005,"0.56736111111111109",1.7,"4",31.18,"NaN","1.4285714285714286",0.0711696569579288,"0.12142857142857141","NaN","0.53","NaN",231.875,7.42,"-2280.0085513682188","-1.751046567450792","219.30496879500726","0","3.1811089774363901","9.940110417666828","NaN","0.69318341531611816","1.18","0.13","1.4622602739726031E-2","79.107983706720987","22.242303054989826"
2777,"Middle","small low salinity tributary","Boynton","Maryland","MI03",39.3151166666667,-76.43015,2005-08-15,"August",2005,"0.53402777777777777",2.1,"3.72",30.71,"NaN","0.21428571428571427",0.0616893990938511,"9.2857142857142846E-2","NaN","0.13","NaN",219.375,7.02,"-2321.7977376380218","-1.7831406625060009","190.84709553528563","-0.7010321651464233","1.9605136821891498","0","NaN","0.67093184978953013","4.13","0.5","0.1226563492063492","65.44668024439919","11.100207739307535"
2778,"Magothy","small mesohaline tributary","Boynton","Maryland","MA01",39.0865,-76.4542,2005-08-16,"August",2005,"0.41875000000000001",3.6,"10",28.84,"NaN","0.21428571428571427",0.0856911326860841,"0.1357142857142857","NaN","0.3","NaN",177.5,5.68,"-1799.0953552568415","-1.3817052328372541","255.88149303888625","0","2.3657945271243404","9.9607057129140699","NaN","1.358113730932994","4.03","0.43","0.11688000000000001","89.526720977596767","24.378569450101828"
2779,"Magothy","small mesohaline tributary","Boynton","Maryland","MA02",39.06805,-76.4597166666667,2005-08-16,"August",2005,"0.38819444444444445",4.2,"10.540000000000001",28.19,"NaN","15.857142857142858",0.816642078446602,"0.58571428571428574","NaN","0.70000000000000007","NaN",19.6875,0.63,"NaN","NaN","339.84901584253493","22.463994239078257","-12.939750360057612","0","NaN","1.5910489510502464","3.63","0.37","9.8448927038626607E-2","70.879307535641544","11.100207739307535"
2780,"Magothy","small mesohaline tributary","Boynton","Maryland","MA03",39.0734333333333,-76.4875333333333,2005-08-16,"August",2005,"0.3576388888888889",4.5,"9.4500000000000011",29.3,"NaN","28.357142857142858",3.32562213333333,"2.8571428571428571E-2","NaN","0.38","NaN",183.75,5.88,"NaN","NaN","222.28746999519925","18.759865578492558","0","0","NaN","1.7625520111005382","5.0600000000000005","0.64","0.12895594713656386","93.649564154786148","25.203754704684314"
2781,"Magothy","small mesohaline tributary","Boynton","Maryland","MA04",39.0853,-76.5229,2005-08-16,"August",2005,"0.31597222222222221",4.5,"9.3800000000000008",28.13,"NaN","51.142857142857139",6.20593815300971,"2.1428571428571425E-2","NaN","1.6400000000000001","NaN",22.1875,0.71,"NaN","NaN","398.20117618819017","74.752712433989458","0","NaN","NaN","0.83442054129494891","8.66","1.1100000000000001","0.12567982832618024","131.51635845213852","35.340548187372676"
2782,"Severn","small mesohaline tributary","Boynton","Maryland","SE01",38.9957166666667,-76.4902,2005-08-16,"August",2005,"0.29166666666666669",7.6,"11.08",28.44,"NaN","6.2142857142857135",0.249858396375404,"0.20714285714285713","NaN","0.83000000000000007","NaN",155.625,4.98,"-1793.2084133461356","-1.3771840614498321","391.08672587614018","28.93350936149784","1.3255880940950553","-19.616154584733561","NaN","0.75402298850473848","3.2600000000000002","0.39","0.12170310077519381","77.4282281059063","13.257417922606917"
2783,"Severn","small mesohaline tributary","Boynton","Maryland","SE02",39.00935,-76.5107666666667,2005-08-16,"August",2005,"0.59027777777777779",5.7,"11.3",29,"NaN","5.2142857142857135",0.107284054368932,"0.25714285714285712","NaN","1.1200000000000001","NaN",129.375,4.14,"-1770.0927148343737","-1.359431204992799","392.00163226116183","32.801392222755645","0","-4.6144983197311582","NaN","1.4572068708039185","3.3000000000000003","0.39","0.12151754385964912","70.145743380855393","9.4037608961303416"
2784,"Severn","small mesohaline tributary","Boynton","Maryland","SE03",39.0355,-76.54,2005-08-16,"August",2005,"0.55486111111111114",7.9,"10.94",27.2,"NaN","53.214285714285715",5.75159075935275,"5.7142857142857141E-2","NaN","0.15","NaN",20.3125,0.65,"NaN","NaN","439.33408545367257","95.086605856937112","0","NaN","NaN","0.49137931034458154","4.84","0.62","9.8685333333333319E-2","64.606802443991853","20.797181670061114"
2785,"Severn","small mesohaline tributary","Boynton","Maryland","SE04",39.0679,-76.5729,2005-08-16,"August",2005,"0.52083333333333337",5.7,"10.14",27.63,"NaN","39.5",4.61955747521035,"2.1428571428571425E-2","NaN","0.27","NaN",18.75,0.6,"NaN","NaN","293.50168026884307","50.319923187710039","0","-53.517810849735959","NaN","1.0627858627863767","6.83","0.85","0.10860414937759336","163.86334826883913","51.697646761710814"
2786,"Rhode","small mesohaline tributary","Boynton","Maryland","RH01",38.87965,-76.51755,2005-08-17,"August",2005,"0.59166666666666667",2.1,"11.64",29.79,"NaN","0.21428571428571427",0.178204025372168,"3.5714285714285712E-2","NaN","0.22","NaN",306.25,9.8,"-2374.0443470955356","-1.8232660585693712","134.37177148343736","11.164234277484399","1.2905904944791167","4.3291166586653862","NaN","4.0493758668627118","0.56000000000000005","7.0000000000000007E-2","4.7538223938223934E-2","53.709653767820775","10.430006517311613"
2787,"Rhode","small mesohaline tributary","Boynton","Maryland","RH02",38.88695,-76.5375,2005-08-17,"August",2005,"0.56527777777777777",1.9,"10.82",28.63,"NaN","1.7142857142857142",0.796996122718447,"5.7142857142857141E-2","NaN","0.32","NaN",152.1875,4.87,"-1573.8928228516561","-1.2087496879500719","146.53588574171866","0","0","NaN","NaN","1.605","0.67","0.08","1.3028629032258064E-2","48.723543788187378","11.183982892057033"
2788,"South","small mesohaline tributary","Boynton","Maryland","SO01",38.9288,-76.51795,2005-08-17,"August",2005,"0.44097222222222227",5.4,"11.78",28.68,"NaN","10.5",1.3366658371521,"0.15","NaN","0.39","NaN",105,3.36,"-1200.5389612337976","-0.92201392222755663","363.77610417666835","31.82909265482478","0","-5.078612578012482","NaN","1.349063150586816","3.09","0.36","8.9642553191489352E-2","81.159837067209764","13.801956415478612"
2789,"South","small mesohaline tributary","Boynton","Maryland","SO02",38.9541666666667,-76.5611166666667,2005-08-17,"August",2005,"0.4069444444444445",5,"11.06",29.13,"NaN","1.5",4.39226953838188,"2.8571428571428571E-2","NaN","1.1500000000000001","NaN",9.375,0.3,"NaN","NaN","121.56769083053288","-8.3014882381180986","0","-7.0261641862698019","NaN","1.3337047353686924","5.47","0.70000000000000007","0.10297368421052631","115.05050101832992","30.825067454175144"
2790,"South","small mesohaline tributary","Boynton","Maryland","SO03",38.958,-76.5799,2005-08-17,"August",2005,"0.3743055555555555",3.5,"10.16",29.21,"NaN","0.35714285714285715",6.62601364711974,"2.1428571428571425E-2","NaN","0.15","NaN",34.0625,1.09,"NaN","NaN","135.97906865098417","23.010705712914067","0","0","NaN","1.6686486486433991","6.4","0.88","0.13024357976653697","156.05142158859471","70.03602769857433"
